100
920.997000 96.532000 1
666.892000 484.937000 1
112.707000 763.433000 1
368.330000 283.719000 1
177.837000 82.104000 1
953.953000 263.378000 1
93.401000 618.212000 1
235.615000 207.730000 1
497.971000 40.473000 1
546.183000 171.561000 1
635.605000 968.727000 1
908.526000 231.306000 1
65.454000 578.020000 1
359.763000 483.647000 1
283.841000 74.763000 1
581.788000 721.191000 1
171.296000 765.032000 1
206.128000 284.003000 1
44.817000 90.810000 1
567.722000 739.006000 1
689.267000 38.028000 1
2.384000 782.668000 1
656.240000 754.352000 1
506.750000 154.212000 1
794.825000 52.933000 1
325.773000 946.782000 1
21.660000 750.651000 1
694.441000 603.467000 1
845.023000 54.204000 1
87.114000 128.864000 1
128.967000 185.254000 1
366.407000 816.615000 1
466.638000 572.536000 1
616.970000 27.807000 1
179.698000 184.693000 1
283.165000 868.965000 1
222.721000 285.549000 1
651.634000 395.313000 1
556.253000 674.736000 1
549.525000 867.431000 1
727.670000 391.650000 1
814.213000 265.682000 1
658.653000 508.654000 1
869.149000 503.676000 1
79.210000 472.615000 1
632.541000 724.530000 1
174.221000 515.300000 1
541.145000 157.211000 1
604.188000 158.116000 1
185.018000 783.887000 1
859.161000 468.183000 1
169.204000 598.234000 1
270.085000 337.190000 1
993.547000 826.338000 1
11.927000 59.425000 1
693.769000 255.949000 1
451.075000 24.335000 1
521.631000 109.729000 1
49.341000 907.133000 1
613.405000 644.904000 1
896.100000 762.298000 1
369.434000 70.322000 1
793.951000 910.579000 1
227.533000 398.139000 1
585.047000 928.904000 1
182.026000 444.208000 1
397.087000 867.583000 1
558.794000 183.524000 1
204.773000 552.342000 1
526.215000 216.700000 1
611.767000 219.984000 1
472.649000 579.194000 1
760.671000 510.633000 1
688.923000 326.365000 1
417.766000 818.681000 1
971.269000 313.866000 1
97.331000 340.703000 1
900.540000 891.282000 1
767.634000 128.074000 1
805.774000 352.682000 1
56.978000 504.152000 1
313.242000 970.417000 1
371.735000 872.037000 1
153.942000 576.509000 1
940.731000 680.157000 1
309.561000 68.850000 1
416.493000 782.211000 1
648.044000 693.517000 1
809.196000 853.320000 1
19.882000 226.962000 1
188.353000 991.151000 1
57.180000 285.684000 1
331.854000 957.721000 1
693.319000 615.840000 1
602.147000 499.093000 1
484.874000 659.125000 1
3.245000 798.117000 1
629.542000 891.333000 1
186.506000 299.836000 1
467.842000 643.589000 1
